packet_index,timestamp,frame_length,ethernet_src,ethernet_dst,version,header_length,dscp_ecn,total_length,identification,flags,fragment_offset,ttl,protocol,header_checksum,src_ip,dst_ip,src_port,dst_port,payload_length
141,2026-02-22T16:00:05.217000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1141,DF,0,128,TCP,0x88ab,93.184.216.10,93.184.216.11,41141,443,573
142,2026-02-22T16:00:05.254000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1142,DF,0,128,TCP,0x88aa,93.184.216.10,93.184.216.11,41142,443,573
143,2026-02-22T16:00:05.291000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1143,DF,0,128,TCP,0x88a9,93.184.216.10,93.184.216.11,41143,443,573
144,2026-02-22T16:00:05.328000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1144,DF,0,128,TCP,0x88a8,93.184.216.10,93.184.216.11,41144,443,573
145,2026-02-22T16:00:05.365000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1145,DF,0,128,TCP,0x88a7,93.184.216.10,93.184.216.11,41145,443,573
146,2026-02-22T16:00:05.402000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1146,DF,0,128,TCP,0x88a6,93.184.216.10,93.184.216.11,41146,443,573
147,2026-02-22T16:00:05.439000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1147,DF,0,128,TCP,0x88a5,93.184.216.10,93.184.216.11,41147,443,573
148,2026-02-22T16:00:05.476000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1148,DF,0,128,TCP,0x88a4,93.184.216.10,93.184.216.11,41148,443,573
149,2026-02-22T16:00:05.513000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1149,DF,0,128,TCP,0x88a3,93.184.216.10,93.184.216.11,41149,443,573
150,2026-02-22T16:00:05.550000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1150,DF,0,128,TCP,0x88a2,93.184.216.10,93.184.216.11,41150,443,573
151,2026-02-22T16:00:05.587000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1151,DF,0,128,TCP,0x88a1,93.184.216.10,93.184.216.11,41151,443,573
152,2026-02-22T16:00:05.624000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1152,DF,0,128,TCP,0x88a0,93.184.216.10,93.184.216.11,41152,443,573
153,2026-02-22T16:00:05.661000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1153,DF,0,128,TCP,0x889f,93.184.216.10,93.184.216.11,41153,443,573
154,2026-02-22T16:00:05.698000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1154,DF,0,128,TCP,0x889e,93.184.216.10,93.184.216.11,41154,443,573
155,2026-02-22T16:00:05.735000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1155,DF,0,128,TCP,0x889d,93.184.216.10,93.184.216.11,41155,443,573
156,2026-02-22T16:00:05.772000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1156,DF,0,128,TCP,0x889c,93.184.216.10,93.184.216.11,41156,443,573
157,2026-02-22T16:00:05.809000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1157,DF,0,128,TCP,0x889b,93.184.216.10,93.184.216.11,41157,443,573
158,2026-02-22T16:00:05.846000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1158,DF,0,128,TCP,0x889a,93.184.216.10,93.184.216.11,41158,443,573
159,2026-02-22T16:00:05.883000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1159,DF,0,128,TCP,0x8899,93.184.216.10,93.184.216.11,41159,443,573
160,2026-02-22T16:00:05.920000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1160,DF,0,128,TCP,0x8898,93.184.216.10,93.184.216.11,41160,443,573
161,2026-02-22T16:00:05.957000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1161,DF,0,128,TCP,0x8897,93.184.216.10,93.184.216.11,41161,443,573
162,2026-02-22T16:00:05.994000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1162,DF,0,128,TCP,0x8896,93.184.216.10,93.184.216.11,41162,443,573
163,2026-02-22T16:00:06.031000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1163,DF,0,128,TCP,0x8895,93.184.216.10,93.184.216.11,41163,443,573
164,2026-02-22T16:00:06.068000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1164,DF,0,128,TCP,0x8894,93.184.216.10,93.184.216.11,41164,443,573
165,2026-02-22T16:00:06.105000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1165,DF,0,128,TCP,0x8893,93.184.216.10,93.184.216.11,41165,443,573
166,2026-02-22T16:00:06.142000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1166,DF,0,128,TCP,0x8892,93.184.216.10,93.184.216.11,41166,443,573
167,2026-02-22T16:00:06.179000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1167,DF,0,128,TCP,0x8891,93.184.216.10,93.184.216.11,41167,443,573
168,2026-02-22T16:00:06.216000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1168,DF,0,128,TCP,0x8890,93.184.216.10,93.184.216.11,41168,443,573
169,2026-02-22T16:00:06.253000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1169,DF,0,128,TCP,0x888f,93.184.216.10,93.184.216.11,41169,443,573
170,2026-02-22T16:00:06.290000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1170,DF,0,128,TCP,0x888e,93.184.216.10,93.184.216.11,41170,443,573
171,2026-02-22T16:00:06.327000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1171,DF,0,128,TCP,0x888d,93.184.216.10,93.184.216.11,41171,443,573
172,2026-02-22T16:00:06.364000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1172,DF,0,128,TCP,0x888c,93.184.216.10,93.184.216.11,41172,443,573
173,2026-02-22T16:00:06.401000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1173,DF,0,128,TCP,0x888b,93.184.216.10,93.184.216.11,41173,443,573
174,2026-02-22T16:00:06.438000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1174,DF,0,128,TCP,0x888a,93.184.216.10,93.184.216.11,41174,443,573
175,2026-02-22T16:00:06.475000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1175,DF,0,128,TCP,0x8889,93.184.216.10,93.184.216.11,41175,443,573
176,2026-02-22T16:00:06.512000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1176,DF,0,128,TCP,0x8888,93.184.216.10,93.184.216.11,41176,443,573
177,2026-02-22T16:00:06.549000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1177,DF,0,128,TCP,0x8887,93.184.216.10,93.184.216.11,41177,443,573
178,2026-02-22T16:00:06.586000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1178,DF,0,128,TCP,0x8886,93.184.216.10,93.184.216.11,41178,443,573
179,2026-02-22T16:00:06.623000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1179,DF,0,128,TCP,0x8885,93.184.216.10,93.184.216.11,41179,443,573
180,2026-02-22T16:00:06.660000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1180,DF,0,128,TCP,0x8884,93.184.216.10,93.184.216.11,41180,443,573
181,2026-02-22T16:00:06.697000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1181,DF,0,128,TCP,0x8883,93.184.216.10,93.184.216.11,41181,443,573
182,2026-02-22T16:00:06.734000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1182,DF,0,128,TCP,0x8882,93.184.216.10,93.184.216.11,41182,443,573
183,2026-02-22T16:00:06.771000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1183,DF,0,128,TCP,0x8881,93.184.216.10,93.184.216.11,41183,443,573
184,2026-02-22T16:00:06.808000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1184,DF,0,128,TCP,0x8880,93.184.216.10,93.184.216.11,41184,443,573
185,2026-02-22T16:00:06.845000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1185,DF,0,128,TCP,0x887f,93.184.216.10,93.184.216.11,41185,443,573
186,2026-02-22T16:00:06.882000+08:00,607,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,593,1186,DF,0,128,TCP,0x887e,93.184.216.10,93.184.216.11,41186,443,573
187,2026-02-22T16:00:06.919000+08:00,349,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,335,1187,DF,0,128,TCP,0x897f,93.184.216.11,93.184.216.10,41187,443,315
188,2026-02-22T16:00:06.956000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1188,DF,0,128,TCP,0x89c3,93.184.216.11,93.184.216.10,41188,443,246
189,2026-02-22T16:00:06.993000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1189,DF,0,128,TCP,0x89c2,93.184.216.11,93.184.216.10,41189,443,246
190,2026-02-22T16:00:07.030000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1190,DF,0,128,TCP,0x89c1,93.184.216.11,93.184.216.10,41190,443,246
191,2026-02-22T16:00:07.067000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1191,DF,0,128,TCP,0x89c0,93.184.216.11,93.184.216.10,41191,443,246
192,2026-02-22T16:00:07.104000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1192,DF,0,128,TCP,0x89bf,93.184.216.11,93.184.216.10,41192,443,246
193,2026-02-22T16:00:07.141000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1193,DF,0,128,TCP,0x89be,93.184.216.11,93.184.216.10,41193,443,246
194,2026-02-22T16:00:07.178000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1194,DF,0,128,TCP,0x89bd,93.184.216.11,93.184.216.10,41194,443,246
195,2026-02-22T16:00:07.215000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1195,DF,0,128,TCP,0x89bc,93.184.216.11,93.184.216.10,41195,443,246
196,2026-02-22T16:00:07.252000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1196,DF,0,128,TCP,0x89bb,93.184.216.11,93.184.216.10,41196,443,246
197,2026-02-22T16:00:07.289000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1197,DF,0,128,TCP,0x89ba,93.184.216.11,93.184.216.10,41197,443,246
198,2026-02-22T16:00:07.326000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1198,DF,0,128,TCP,0x89b9,93.184.216.11,93.184.216.10,41198,443,246
199,2026-02-22T16:00:07.363000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1199,DF,0,128,TCP,0x89b8,93.184.216.11,93.184.216.10,41199,443,246
200,2026-02-22T16:00:07.400000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1200,DF,0,128,TCP,0x89b7,93.184.216.11,93.184.216.10,41200,443,246
201,2026-02-22T16:00:07.437000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1201,DF,0,128,TCP,0x89b6,93.184.216.11,93.184.216.10,41201,443,246
202,2026-02-22T16:00:07.474000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1202,DF,0,128,TCP,0x89b5,93.184.216.11,93.184.216.10,41202,443,246
203,2026-02-22T16:00:07.511000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1203,DF,0,128,TCP,0x89b4,93.184.216.11,93.184.216.10,41203,443,246
204,2026-02-22T16:00:07.548000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1204,DF,0,128,TCP,0x89b3,93.184.216.11,93.184.216.10,41204,443,246
205,2026-02-22T16:00:07.585000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1205,DF,0,128,TCP,0x89b2,93.184.216.11,93.184.216.10,41205,443,246
206,2026-02-22T16:00:07.622000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1206,DF,0,128,TCP,0x89b1,93.184.216.11,93.184.216.10,41206,443,246
207,2026-02-22T16:00:07.659000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1207,DF,0,128,TCP,0x89b0,93.184.216.11,93.184.216.10,41207,443,246
208,2026-02-22T16:00:07.696000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1208,DF,0,128,TCP,0x89af,93.184.216.11,93.184.216.10,41208,443,246
209,2026-02-22T16:00:07.733000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1209,DF,0,128,TCP,0x89ae,93.184.216.11,93.184.216.10,41209,443,246
210,2026-02-22T16:00:07.770000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1210,DF,0,128,TCP,0x89ad,93.184.216.11,93.184.216.10,41210,443,246
211,2026-02-22T16:00:07.807000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1211,DF,0,128,TCP,0x89ac,93.184.216.11,93.184.216.10,41211,443,246
212,2026-02-22T16:00:07.844000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1212,DF,0,128,TCP,0x89ab,93.184.216.11,93.184.216.10,41212,443,246
213,2026-02-22T16:00:07.881000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1213,DF,0,128,TCP,0x89aa,93.184.216.11,93.184.216.10,41213,443,246
214,2026-02-22T16:00:07.918000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1214,DF,0,128,TCP,0x89a9,93.184.216.11,93.184.216.10,41214,443,246
215,2026-02-22T16:00:07.955000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1215,DF,0,128,TCP,0x89a8,93.184.216.11,93.184.216.10,41215,443,246
216,2026-02-22T16:00:07.992000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1216,DF,0,128,TCP,0x89a7,93.184.216.11,93.184.216.10,41216,443,246
217,2026-02-22T16:00:08.029000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1217,DF,0,128,TCP,0x89a6,93.184.216.11,93.184.216.10,41217,443,246
218,2026-02-22T16:00:08.066000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1218,DF,0,128,TCP,0x89a5,93.184.216.11,93.184.216.10,41218,443,246
219,2026-02-22T16:00:08.103000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1219,DF,0,128,TCP,0x89a4,93.184.216.11,93.184.216.10,41219,443,246
220,2026-02-22T16:00:08.140000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1220,DF,0,128,TCP,0x89a3,93.184.216.11,93.184.216.10,41220,443,246
221,2026-02-22T16:00:08.177000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1221,DF,0,128,TCP,0x89a2,93.184.216.11,93.184.216.10,41221,443,246
222,2026-02-22T16:00:08.214000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1222,DF,0,128,TCP,0x89a1,93.184.216.11,93.184.216.10,41222,443,246
223,2026-02-22T16:00:08.251000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1223,DF,0,128,TCP,0x89a0,93.184.216.11,93.184.216.10,41223,443,246
224,2026-02-22T16:00:08.288000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1224,DF,0,128,TCP,0x899f,93.184.216.11,93.184.216.10,41224,443,246
225,2026-02-22T16:00:08.325000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1225,DF,0,128,TCP,0x899e,93.184.216.11,93.184.216.10,41225,443,246
226,2026-02-22T16:00:08.362000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1226,DF,0,128,TCP,0x899d,93.184.216.11,93.184.216.10,41226,443,246
227,2026-02-22T16:00:08.399000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1227,DF,0,128,TCP,0x899c,93.184.216.11,93.184.216.10,41227,443,246
228,2026-02-22T16:00:08.436000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1228,DF,0,128,TCP,0x899b,93.184.216.11,93.184.216.10,41228,443,246
229,2026-02-22T16:00:08.473000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1229,DF,0,128,TCP,0x899a,93.184.216.11,93.184.216.10,41229,443,246
230,2026-02-22T16:00:08.510000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1230,DF,0,128,TCP,0x8999,93.184.216.11,93.184.216.10,41230,443,246
231,2026-02-22T16:00:08.547000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1231,DF,0,128,TCP,0x8998,93.184.216.11,93.184.216.10,41231,443,246
232,2026-02-22T16:00:08.584000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1232,DF,0,128,TCP,0x8997,93.184.216.11,93.184.216.10,41232,443,246
233,2026-02-22T16:00:08.621000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1233,DF,0,128,TCP,0x8996,93.184.216.11,93.184.216.10,41233,443,246
234,2026-02-22T16:00:08.658000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1234,DF,0,128,TCP,0x8995,93.184.216.11,93.184.216.10,41234,443,246
235,2026-02-22T16:00:08.695000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1235,DF,0,128,TCP,0x8994,93.184.216.11,93.184.216.10,41235,443,246
236,2026-02-22T16:00:08.732000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1236,DF,0,128,TCP,0x8993,93.184.216.11,93.184.216.10,41236,443,246
237,2026-02-22T16:00:08.769000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1237,DF,0,128,TCP,0x8992,93.184.216.11,93.184.216.10,41237,443,246
238,2026-02-22T16:00:08.806000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1238,DF,0,128,TCP,0x8991,93.184.216.11,93.184.216.10,41238,443,246
239,2026-02-22T16:00:08.843000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1239,DF,0,128,TCP,0x8990,93.184.216.11,93.184.216.10,41239,443,246
240,2026-02-22T16:00:08.880000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1240,DF,0,128,TCP,0x898f,93.184.216.11,93.184.216.10,41240,443,246
241,2026-02-22T16:00:08.917000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1241,DF,0,128,TCP,0x898e,93.184.216.11,93.184.216.10,41241,443,246
242,2026-02-22T16:00:08.954000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1242,DF,0,128,TCP,0x898d,93.184.216.11,93.184.216.10,41242,443,246
243,2026-02-22T16:00:08.991000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1243,DF,0,128,TCP,0x898c,93.184.216.11,93.184.216.10,41243,443,246
244,2026-02-22T16:00:09.028000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1244,DF,0,128,TCP,0x898b,93.184.216.11,93.184.216.10,41244,443,246
245,2026-02-22T16:00:09.065000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1245,DF,0,128,TCP,0x898a,93.184.216.11,93.184.216.10,41245,443,246
246,2026-02-22T16:00:09.102000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1246,DF,0,128,TCP,0x8989,93.184.216.11,93.184.216.10,41246,443,246
247,2026-02-22T16:00:09.139000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1247,DF,0,128,TCP,0x8988,93.184.216.11,93.184.216.10,41247,443,246
248,2026-02-22T16:00:09.176000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1248,DF,0,128,TCP,0x8987,93.184.216.11,93.184.216.10,41248,443,246
249,2026-02-22T16:00:09.213000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1249,DF,0,128,TCP,0x8986,93.184.216.11,93.184.216.10,41249,443,246
250,2026-02-22T16:00:09.250000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1250,DF,0,128,TCP,0x8985,93.184.216.11,93.184.216.10,41250,443,246
251,2026-02-22T16:00:09.287000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1251,DF,0,128,TCP,0x8984,93.184.216.11,93.184.216.10,41251,443,246
252,2026-02-22T16:00:09.324000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1252,DF,0,128,TCP,0x8983,93.184.216.11,93.184.216.10,41252,443,246
253,2026-02-22T16:00:09.361000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1253,DF,0,128,TCP,0x8982,93.184.216.11,93.184.216.10,41253,443,246
254,2026-02-22T16:00:09.398000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1254,DF,0,128,TCP,0x8981,93.184.216.11,93.184.216.10,41254,443,246
255,2026-02-22T16:00:09.435000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1255,DF,0,128,TCP,0x8980,93.184.216.11,93.184.216.10,41255,443,246
256,2026-02-22T16:00:09.472000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1256,DF,0,128,TCP,0x897f,93.184.216.11,93.184.216.10,41256,443,246
257,2026-02-22T16:00:09.509000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1257,DF,0,128,TCP,0x897e,93.184.216.11,93.184.216.10,41257,443,246
258,2026-02-22T16:00:09.546000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1258,DF,0,128,TCP,0x897d,93.184.216.11,93.184.216.10,41258,443,246
259,2026-02-22T16:00:09.583000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1259,DF,0,128,TCP,0x897c,93.184.216.11,93.184.216.10,41259,443,246
260,2026-02-22T16:00:09.620000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1260,DF,0,128,TCP,0x897b,93.184.216.11,93.184.216.10,41260,443,246
261,2026-02-22T16:00:09.657000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1261,DF,0,128,TCP,0x897a,93.184.216.11,93.184.216.10,41261,443,246
262,2026-02-22T16:00:09.694000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1262,DF,0,128,TCP,0x8979,93.184.216.11,93.184.216.10,41262,443,246
263,2026-02-22T16:00:09.731000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1263,DF,0,128,TCP,0x8978,93.184.216.11,93.184.216.10,41263,443,246
264,2026-02-22T16:00:09.768000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1264,DF,0,128,TCP,0x8977,93.184.216.11,93.184.216.10,41264,443,246
265,2026-02-22T16:00:09.805000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1265,DF,0,128,TCP,0x8976,93.184.216.11,93.184.216.10,41265,443,246
266,2026-02-22T16:00:09.842000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1266,DF,0,128,TCP,0x8975,93.184.216.11,93.184.216.10,41266,443,246
267,2026-02-22T16:00:09.879000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1267,DF,0,128,TCP,0x8974,93.184.216.11,93.184.216.10,41267,443,246
268,2026-02-22T16:00:09.916000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1268,DF,0,128,TCP,0x8973,93.184.216.11,93.184.216.10,41268,443,246
269,2026-02-22T16:00:09.953000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1269,DF,0,128,TCP,0x8972,93.184.216.11,93.184.216.10,41269,443,246
270,2026-02-22T16:00:09.990000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1270,DF,0,128,TCP,0x8971,93.184.216.11,93.184.216.10,41270,443,246
271,2026-02-22T16:00:10.027000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1271,DF,0,128,TCP,0x8970,93.184.216.11,93.184.216.10,41271,443,246
272,2026-02-22T16:00:10.064000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1272,DF,0,128,TCP,0x896f,93.184.216.11,93.184.216.10,41272,443,246
273,2026-02-22T16:00:10.101000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1273,DF,0,128,TCP,0x896e,93.184.216.11,93.184.216.10,41273,443,246
274,2026-02-22T16:00:10.138000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1274,DF,0,128,TCP,0x896d,93.184.216.11,93.184.216.10,41274,443,246
275,2026-02-22T16:00:10.175000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1275,DF,0,128,TCP,0x896c,93.184.216.11,93.184.216.10,41275,443,246
276,2026-02-22T16:00:10.212000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1276,DF,0,128,TCP,0x896b,93.184.216.11,93.184.216.10,41276,443,246
277,2026-02-22T16:00:10.249000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1277,DF,0,128,TCP,0x896a,93.184.216.11,93.184.216.10,41277,443,246
278,2026-02-22T16:00:10.286000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1278,DF,0,128,TCP,0x8969,93.184.216.11,93.184.216.10,41278,443,246
279,2026-02-22T16:00:10.323000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1279,DF,0,128,TCP,0x8968,93.184.216.11,93.184.216.10,41279,443,246
280,2026-02-22T16:00:10.360000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1280,DF,0,128,TCP,0x8967,93.184.216.11,93.184.216.10,41280,443,246
281,2026-02-22T16:00:10.397000+08:00,280,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,266,1281,DF,0,128,TCP,0x8966,93.184.216.11,93.184.216.10,41281,443,246
